,synopsis,demography,type,name,genre,score,book_status,book_cover,read,pending,following,favorite,have,abandoned,uuid
1161,Información no completada,Seinen,MANGA,This Plain Girl's Skirt Will Shrink By 0.1mm For Every Like ( 2020 ),"Comedia, Ecchi, Vida Escolar, Girls Love, Romance",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5e8a7315b7612.jpg,346,328,896,159,71,41,9d55fb9e-55b9-49b6-8002-85c23b59feb8
1162,"Shizuku Midou es un joven libertino que disfruta de andar de flor en flor pese a estar en una relación de pareja. Y así es hasta que, un buen día, su profesora seductora le suministra una medicina que, le asegura, lo hará sentir mejor que nunca. Lo que él no sabe es que su vida está a punto de cambiar por completo... ¡La pesadilla de Shizuku ha comenzado!!",Seinen,MANGA,Michael Keikaku ( 2020 ),"Drama, Ecchi, Género Bender, Romance, Vida Escolar, Telenovela",0.00,FINALIZADO,https://otakuteca.com/images/books/cover/5f167692d98ff.jpg,387,1.1K,1.6K,498,340,318,bc1dbeea-7de3-4681-9869-bd9545ab3ed1
1163,Shuu Kaidou es enviado a un internado de chicos con una regla muy extraña: ¡la mitad de los estudiantes deben turnarse para vestirse como niñas!,Seinen,MANGA,Reversible School Life ( 2010 - 2013 ),"Comedia, Ecchi, Romance, Vida Escolar, Traps",0.00,FINALIZADO,https://otakuteca.com/images/books/cover/5b86e8e1b757e.jpg,341,582,870,172,112,80,9f8ea7e0-cd4e-4227-a45d-3cb797e45258
1164,"Jintarou y Tokoyo son dos vecinos y amigos de la infancia viviendo en la era Shouwa (1926-1989) que, ambos, conviven con problemas familiares. ¿Qué les deparará el destino?",Seinen,MANGA,Shouwa Otome Otogibanashi ( 2018 ),"Drama, Historia, Realidad, Romance, Recuentos de la vida",0.00,FINALIZADO,https://otakuteca.com/images/books/cover/5da3105660a99.jpg,272,1.3K,2.2K,448,191,91,49a8b0b2-37b8-4fec-a6ed-01190f2d5dbc
1165,"El protagonista en cuestión es Ryo Narushima, un talentoso estudiante con posibilidad de ir a la Todai, la mejor universidad de todo Japón, que asesina a sus padres a base de cuchilladas sin llegar a entender muy bien por qué lo hizo. Tras su crimen, es llevado a un reformatorio, donde tiene que adaptarse a duras normas y compañeros implacables que abusan física y sexualmente de él. Llevado al extremo por el ambiente en la prisión, Ryo comienza a aprender Kárate y auto-defensa a la espera de poder sobrevivir en el mundo. Tras dos años, logra salir de prisión.",Seinen,MANGA,Shamo ( 1998 - 2015 ),"Acción, Drama, Psicológico, Tragedia, Artes Marciales",8.80,FINALIZADO,https://otakuteca.com/images/books/cover/5fda72fea8a19.jpg,1.2K,2.8K,2.7K,560,291,169,c2fb312b-b8a3-402e-8178-f14ac6729b4d
1166,"Hace mucho tiempo, hubo una batalla real en la que cada participante encarnaba a una heroína de cuento de hadas... Alicia, la líder de un popular grupo de idols, se despierta en un bosque oscuro. Luego es perseguida por una de las ""heroínas de los cuentos de hadas"" que se enfrentan entre sí en una lucha a muerte. El desafío: uno contra todos, sobrevivir a toda costa para tener la oportunidad de escapar de esta historia malvada y ver sus deseos hechos realidad. ¿Quiénes son las participantes? ¿Por qué fueron ""invitadas"" a participar en este macabro juego? ¿Qué secretos esconden? Alicia, Caperucita Roja, Blancanieves, ¿qué clase de historias sangrientas te contarán estas chicas?",Seinen,MANGA,Heroines Game ( 2016 - 2019 ),"Acción, Drama, Horror, Fantasia",8.73,FINALIZADO,https://otakuteca.com/images/books/cover/5f68fa9585254.jpg,410,1.1K,1.3K,257,142,97,f2bf87ea-5eb5-4cd1-a70b-27744ee9fece
1167,"En la historia una flota de buques cargados con super armas de repente aparecen por todo el mundo, sin la habilidad de poder defenderse, la humanidad fué derrotada y ya no podía navegar en los mares; 17 años después de la devastadora gerra naval, Chihaya Gunzou y sus amigos toman posesión de un submarino y lo renombran como como I-401 así comienzan a combatir contra el enemigo",Seinen,MANGA,Aoki Hagane no Arpeggio ( 2009 ),"Acción, Aventura, Drama, Misterio, Romance, Thriller",9.07,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f12927971592.jpg,181,1.8K,2.5K,193,107,70,7d2a5dd4-5fcc-4a90-bcee-3615427a2a77
1168,"Aa! Megamisama nos muestra la historia romántica entre Belldandy, una diosa de primera clase, con Keiichi Morisato, un estudiante marcado por el infortunio. Para equilibrar su suerte y recompensarlo por su buen corazón, a Keiichi se le concede un deseo cuando marca sin querer el número del cielo. Belldandy es la encargada de concedérselo personalmente, sin embargo, Keiichi cree que la aparición de la hermosa joven que dice ser una diosa es parte de una broma que le están gastando sus amigos y tratando de seguirle el juego desea que “una diosa como tú permanezca conmigo para siempre“. Cuando se hace evidente que Belldandy es una diosa ya no puede retractarse de su deseo. La historia continúa narrándonos como deben afrontar ambos su vida en común así como las fuerzas y personajes que intentarán separarlos o poner a prueba sus sentimientos.",Seinen,MANGA,Aa! Megami-sama! ( 1988 - 2014 ),"Comedia, Recuentos de la vida, Fantasia, Magia, Romance, Vida Escolar",9.50,FINALIZADO,https://otakuteca.com/images/books/cover/5ea989a791385.jpg,562,1.7K,1.9K,347,137,76,fa06e746-20e4-48f9-b323-8b37d40d92be
1169,"¿Quién necesita diálogos cuando eres así de linda? La hermosa (pero desafortunada) Momoko, la genial y tranquila Shibumi, y la inocente Mayumi en un “manga silencioso” ¡No discursos, no diálogos! Solo imágenes, efectos de sonido, y tres chicas de secundaria viviendo su día a día.",Seinen,MANGA,Joshikausei ( 2013 ),"Comedia, Recuentos de la vida, Vida Escolar",9.11,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f00cfc4a38b9.jpg,175,1.9K,3K,334,150,110,16ddde68-e171-4eeb-b975-c3cd6efb2145
1170,"Una familia de tres consigue tickets para un crucero de lujo, pronto se dan cuenta de que el glamuroso crucero no es más que una fachada, ya que una serie de asesinatos misteriosos se extienden por todo el barco. Con el mar demostrando que no hay escapatoria, ¿cómo van a sobrevivir?",Seinen,MANGA,Kekkai no Noah ( 2018 - 2021 ),"Psicológico, Sobrenatural, Thriller, Tragedia",7.00,FINALIZADO,https://otakuteca.com/images/books/cover/5d0c695f3794b.jpg,594,1.6K,1.9K,397,235,99,01f12874-1c04-47ab-ada3-6f4dc1e69106
1171,"En una prestigiosa escuela donde el amor está prohibido, un chico común descubre el secreto de la presidenta del consejo estudiantil.",Seinen,MANGA,Renai Kinshi Gakuen ( 2018 - 2019 ),"Ecchi, Harem, Vida Escolar, Romance",0.00,FINALIZADO,https://otakuteca.com/images/books/cover/5b6bcb384081b.jpg,158,704,2K,205,117,162,2aa4cf43-8981-4465-8d86-91d71a95580a
1172,"La historia gira en torno a Craft Lawrence de veinticinco años , un vendedor ambulante que viaja de pueblo en pueblo vendiendo y comprando varias cosas para ganarse la vida en un ambiente histórico con influencias europeas. Su principal objetivo en la vida es reunir dinero suficiente para iniciar su propia tienda, ya ha estado viajando durante siete años, mientras que adquiere experiencia en el comercio. Una noche cuando se detuvo en la ciudad de Pasroe, encuentra en su carro a una chica llamada Holo, una deidad loba, de más de 600 años de edad. Ella parece tener quince años de edad, con la excepción de tener cola y orejas de lobo. Se presenta a sí misma como la diosa de la cosecha, la cual ha mantenido la fortuna de contar con buenas cosechas de trigo durante muchos años. A pesar de tener la responsabilidad de velar por el pueblo, quiere volver a su tierra natal en el norte llamado Yoitsu; cree que la gente ya ha abandonado la fe en ella y no cree que ella deba mantener su promesa de",Seinen,MANGA,Spice and Wolf ( 2007 - 2017 ),"Aventura, Comedia, Drama, Fantasia, Sobrenatural, Romance, Historia",9.31,FINALIZADO,https://otakuteca.com/images/books/cover/620d92f1345ce.jpg,656,2.2K,2.4K,548,213,100,4678a189-0001-4429-a9fe-72468aafdd88
1173,"La compañía Shanghai Talent Limited es una agencia de ""Idols"". Julia Tachibana de 16 años es una de las más talentosas un día le asignan una aprendiz: Ran Asakawa , Al comienzo, Julia se niega a guiarla pero apenas ve a Ran cambia de opinión. Sin darse cuenta, Julia se enamora perdidamente de su compañera.",Seinen,MANGA,Strawberry Shake Sweet ( 2006 ),"Comedia, Romance, Girls Love",10.00,FINALIZADO,https://otakuteca.com/images/books/cover/9723_TMOmanga125622.jpg,1K,517,443,142,47,25,b5e31222-938e-4eb2-ac9a-2f6d22f3299c
