,synopsis,demography,type,name,genre,score,book_status,book_cover,read,pending,following,favorite,have,abandoned,uuid
79,"Qué extraño sueño ... ""ring ..."" habitualmente levantaba el teléfono para apagar el despertador, pero ¿el teléfono se convirtió en una chica hermosa? Entiendo ... Mi poder es ... ¡Cada vez que me despierto todos los días puedo convertir el primer objeto tocado por mi mano derecha en una chica hermosa !",Shounen,MANHUA,"God Gave Me This Awkward Superpower, What Is It For? ( 2019 )","Comedia, Fantasia, Ecchi, Harem, Romance, Vida Escolar",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f127b5415d66.jpg,429,1.8K,3.3K,957,506,285,b5b7e85e-5568-45ff-8457-82b36439df1d
80,"Los ancianos de la familia, luchando por el derecho a explotar las minas, enviaron a alguien a aplastar su dantian, y se convirtió en un hijo abandonado de la familia Ye. Sin embargo, entró accidentalmente en la Torre del Infierno Sin Límites debido al anillo sangrante de su madre y fue instruido por una persona misteriosa para cultivar el Dao de la espada, que nadie había cultivado antes. La familia Ye abandonó a su hijo Ye Xuan: ""Debo hacerme fuerte para poder proteger a mi hermana y recuperar todo lo que perdí en la familia Ye"". Mujer misteriosa: ""Sígueme y te convertiré en el espadachín más fuerte de todos los cielos."" Con la ayuda de la mujer misteriosa, ¿podría Ye Xuan convertirse en el espadachín más fuerte del reino de los cielos?",Shounen,MANHUA,One Sword Reigns Supreme,"Acción, Aventura, Fantasia, Artes Marciales",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f81dc6e094bb.jpg,927,2.5K,6.6K,1.6K,869,404,fb50412e-ddd0-456e-a7e0-b831089c3d88
81,"""Cuenta la leyenda, que Gu Qingcheng fue una vez la princesa de Yongjun. La leyenda dice que Gu Qingcheng fue una vez la belleza número uno en el Gran Reino Xia, pero fue abandonada por su esposo. Xiaosan fue a la puerta para humillarla y quedó muda por el veneno. La leyenda dice que Gu Qingcheng fue secuestrada por el Rey Tianlan, y cambió su nombre a Su Luo. La mujer que había sufrido todas las heridas en el Gran Reino Xia, regresó con sangre después de un año.""",Shounen,MANHUA,Contraataque de la concubina ( 2020 ),"Acción, Romance",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f5d33fbdeeb4.jpg,365,1.1K,1.8K,843,369,157,798c3e78-d408-4076-9af0-92a3b0cd2f9d
82,"La raza humana siempre pensó que eran la única forma de vida inteligente, pero no podían estar mas equivocados. Existen muchas cosas que ocurrieron en la historia de la humanidad que no podían ser explicadas por la ciencia. Seres salvajes que tienen apariencia humana y que son tratados como estos, han sido llamados ""Sha/Maldad"". Los seres humanos normales son totalmente inútiles contra los ""Sha"" así que antes de que ""Sha"" fuese mostrado al público un grupo de misteriosos individuos formaron un departamento llamado- Canción de la noche oscura.",Shounen,MANHUA,Life and Death ( 2017 ),"Acción, Aventura, Comedia, Ecchi, Sobrenatural",10.00,PAUSADO,https://otakuteca.com/images/books/cover/25161_TMOManga58fd3e55400c2.jpg,481,1.9K,4K,299,196,188,d9a8cf8b-805a-48e5-b6e2-4435e4e92f42
83,¡Nada es imposible con el sistema en mis manos! ¡Quiero a la mujer más bella! ¡Quiero ser la persona más poderosa! ¡Quiero tener el estado más noble! ¡Mi objetivo es conquistar todo bajo el cielo!,Shounen,MANHUA,Strongest Leveling,"Acción, Aventura, Ecchi, Magia, Artes Marciales, Romance, Harem",7.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5d87ba133641d.jpg,1.1K,3.3K,8.2K,1.9K,1K,789,c381260c-4bcd-4671-b0d8-69cbae3878b3
84,"Jiang Hao, un estudiante normal de secundaria quien está extremadamente aterrado de meterse en problemas ¡De repente se convierte en el rey del harem de su escuela y recibe la confesión de un montón de hermosas chicas! Lo peor de todo es, ¡Qué Jiang Hao no conoce a ninguna de las chicas que se le confesaron! ¿Qué demonios está pasando?",Shounen,MANHUA,Cupid's Chocolate ( 2015 ),"Romance, Harem, Vida Escolar, Comedia, Drama, Ecchi, Sobrenatural",7.67,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/600f44323681b.jpg,1.1K,5.7K,14.2K,2K,796,647,2868d8fb-eb09-4fe3-9698-690c10e9b96b
85,"Todos soñaban con ser un héroe marcial cuando eran pequeños, volar a través de los cielos, viajar por el continente con una espada voladora, atravesar la defensa con la caminata del cielo, canalizar el qi interior, un cuerpo inmune al millar de veneno. ¿Un júbilo de la leyenda, o en realidad están sucediendo tales cosas? Esta historia te trae al mundo marcial de hoy.",Shounen,MANHUA,Martial Art Successor,"Aventura, Artes Marciales",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5c363b9605600.jpg,488,1.8K,5.8K,604,402,404,e46cbe77-7e15-4062-b007-34c669e208f8
86,"Tengo tres abuelos, el abuelo mayor es el mejor médico de Huaxia, el segundo abuelo es un maestro de artes marciales, el tercer abuelo está en Sudáfrica, por lo que la tarea de buscar la hierba celestial descansa sobre mis hombros.",Shounen,MANHUA,Peerless Youth ( 2020 ),"Acción, Fantasia, Artes Marciales, Sobrenatural, Aventura, Harem, Romance",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5ead386401b30.jpg,322,1K,2.4K,516,317,164,81004019-3792-4dcb-9b37-1533288767c8
87,"Magan&Danai es un yuri chino que cuenta en cada capítulo las peculiaridades de la vida en pareja de las protagonistas de forma muy cómica. Si lo que estás buscando es un yuri ligero y que te haga reír a la par que te enganche desde la primera viñeta, este es el tuyo.",Shoujo,MANHUA,Magan & Danai ( 2015 ),"Comedia, Recuentos de la vida, Girls Love",9.10,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/11602_TMOmanga180755.jpg,1.1K,1.7K,3.7K,649,253,145,cfa14b86-6d33-42cc-bd19-4aa877ca7ab2
88,Un estudiante de medicina dotado obtiene un viaje en el tiempo y llega a un mundo gobernado por las artes marciales. ¿Hará lo mejor que pueda para salvar a los enfermos con sus habilidades aprendidas en su mundo anterior? ¿Obedecerá las reglas del nuevo mundo y practicará para ser un maestro marcial? ¡Definitivamente no! ¡Las bellezas del nuevo mundo son más importantes!,Shounen,MANHUA,Surgical Swordsman ( 2018 ),"Acción, Aventura, Fantasia, Artes Marciales, Reencarnación, Ciencia Ficción, Superpoderes",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5c91c7a56e24e.jpg,439,2K,5K,643,454,381,a1c66802-8f3c-4ae0-b55d-fea947b2fe2c
89,"Un accidente le dio a ye han una habilidad de perspectiva mágica. A partir de entonces, su vida se volvió rica y colorida, dominando el mundo de juego y rejuveneciéndose con habilidades médicas de primera mano.",Shounen,MANHUA,Perspectiva Divina ( 2019 ),"Acción, Ecchi, Harem, Magia, Fantasia, Artes Marciales",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5e92680fdb0f3.jpg,949,2.6K,6.9K,1.7K,958,482,a2987c5d-ad70-4190-9960-739b4803899f
90,"Un estudiante de instituto amante de los videojuegos ha elegido un lugar de lo más peculiar para disfrutarlos sin que nadie le moleste: un cementerio cercano a su instituto. Pero su vida cambiará cuando su amigo y detective aficionado Lan Shao le hable del último caso en el que está ayudando a la policía: el asesinato del magnate de una compañía de videojuegos, que ha desarrollado uno muy peculiar.",Shounen,MANHUA,Silver Gravekeeper ( 2015 ),"Acción, Aventura, Comedia, Ecchi, Fantasia, Romance, Sobrenatural",5.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5e1578f4a5115.jpg,1K,6.9K,14.4K,1.7K,935,919,f0672867-601d-42f3-8f39-52070404560f
91,"En su vida anterior, Lin Xiao obtuvo accidentalmente la Técnica del Juicio Divino, y despertó el antiguo cuerpo de los ancestros, un cuerpo de superior sin limites. Después de todo tipo de dificultades, finalmente se convirtió en inmortal y conquistó a los dioses y demonios. Después de volver a ser apuñalado por un traidor, renace y vuelve a su adolescencia, un yo de diecisiete años, con el conocimiento de un inmortal, en esta vida, Lin Xiao resolverá todos los rencores y hará pagar a aquellas personas que lo intimidaron en su versión anterior de esta vida.",Shounen,MANHUA,El regreso del emperador dios renacido ( 1997 ),"Acción, Aventura, Artes Marciales, Reencarnación",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f82a29fc20e5.jpg,1.6K,2.9K,7.8K,2.2K,1.1K,559,9e609520-9d89-41f1-82cd-8e22d38be3e0
92,"Haber sufrido la humillación en la juventud y luego avanzar con un excepcional talento marcial, heredar el papel del señor supremo, montar al rey de las bestias demoníacas, atravesar todos los obstáculos y recuperar su patrimonio familiar, ascender a la cumbre del mundo de las artes marciales y voltear la orden de los cielos!.",Shounen,MANHUA,Soy un señor supremo ( 2019 ),"Acción, Comedia, Ecchi, Artes Marciales, Aventura, Harem",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5cbd05b54a888.jpg,475,1.7K,4.2K,737,450,233,ca762270-4c15-49b0-a271-240772461aa7
93,"Chen Xu, un simple empleado que nunca ha sido ascendido, obtuvo accidentalmente el sistema virtual de sueños, dandole la oportunidad de tomar riesgos, luchar contra monstruos y vivir junto a su hermosa presidenta y la jefa Leng Ao en los sueños.",Shounen,MANHUA,My Exclusive Dreamland Game,"Acción, Aventura, Comedia, Ciencia Ficción, Supervivencia, Romance, Harem",6.73,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5ffb17564330d.jpg,1.7K,5.1K,10.5K,3.2K,1.6K,1.1K,ee1a68cc-47b7-441e-bfec-82b5d8b8025e
94,"Yang Ming tiene un bajo rendimiento en la preparatoria. Se salta las clases para jugar al billar, hace trampa en los exámenes y se mete en peleas. Sin embargo, por azares del destino, obtiene unos lentes de contacto de alta tecnología que le otorgan superpoderes y cambian drásticamente su vida.",Shounen,MANHUA,Very Pure Very Vague,"Acción, Romance, Comedia, Ecchi, Harem, Vida Escolar, Ciencia Ficción",7.29,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5e302ccbcf48f.jpg,1.9K,7.6K,23.4K,4.4K,1.8K,1.7K,05d3321e-4135-46fc-bfdf-a86633306ac0
95,"El villano más peligroso es aquel que solo aprende artes marciales. Aparece la habilidad rejuvenecedora de ""Aura"". Una confrontación entre las artes marciales tradicionales y el súper poder comienza a partir de hay..",Shounen,MANHUA,Lista de Villanos ( 2019 ),"Acción, Aventura, Artes Marciales, Sobrenatural",8.50,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5eebfd442073e.jpg,579,2.5K,5.2K,1.4K,698,372,682b8225-30d1-4c41-b5ed-b115f9494c45
96,"Wang Huan, es un asesino veterano el cual tiene una importante misión y es eliminar al jefe del Grupo Lin. Cuando esta por matar a su objetivo principal repentinamente aparece la hija del jefe y por reflejos Wang Huan Le dispara y en venganza el jefe del Grupo Lin, le responde con un disparo, aunque logra matar también a su objetivo, su informante le dice que la misión fracaso por matar a la chica y que su servicio ya no sera de utilidad, pero la verdad detrás de todo esto es que su informante Li Yin le había tendido una trampa y como resultado Wang Huan es asesinado por el... o no?",Shounen,MANHUA,Resurrection ( 2017 ),"Acción, Ciencia Ficción, Reencarnación, Sobrenatural",8.73,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/22106_TMOManga5868e035d4c34.jpg,826,4.4K,11.5K,1.2K,678,661,1f0c38f8-d510-43f0-975f-39b6202c999b
97,"Esta historia narra como una secta sin Dios y un grupo de discípulos poco confiables, bajo el liderazgo de un maestro poco confiable llevan a la secta hacia un mayor prestigio.",Shounen,MANHUA,The Devil's Cure ( 2018 ),"Girls Love, Fantasia",9.10,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/39258_TMOManga5b031b9c6b3c2.jpg,317,1.8K,3.8K,722,305,248,19ea9ff2-5cca-4fbd-90c1-e72fa1c02782
98,"Mosspaca Advertising Department, es un departamento de publicidad donde los artistas Old Xian y Tan Jiu, junto con su jefe de departamento, Moss, efectúan publicidad a diferentes marcas y a diferente tipos de productos. ESTE MANHUA SE TRATA SOLO DE PUBLICIDAD DE MARCAS.",Shounen,MANHUA,mosspaca advertising department ( 2016 ),"Comedia, Recuentos de la vida, Romance, Vida Escolar, Ciencia Ficción, Acción, Aventura",9.27,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/11099_TMOmanga030406.jpg,1K,7K,8.1K,2.7K,1.1K,412,4f002a5c-68b6-42ad-a208-33ec506b4b81
99,"No tiene habilidades especiales, pero domina el kung fu. El maestro de artes marciales, Duan Yun, llegó a una ciudad y golpeó a los ricos y castigó a los mafiosos. También le da su cariño a una chica de alta calidad, a un policía acérrimo y una mujer de negocios fría…",Shounen,MANHUA,First Rate Master ( 2018 ),"Acción, Aventura, Comedia, Ecchi, Artes Marciales, Harem, Romance",5.25,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5c86c36b54015.jpg,1.6K,5.6K,20.3K,2.7K,1.3K,1.2K,084e8b54-a6a4-4539-a6df-7a7d4a9b212b
100,La vida cotidiana de una gran familia de lindos monstruos.,Shounen,MANHUA,Monster!! ( 2018 ),"Comedia, Ecchi, Fantasia, Sobrenatural, Superpoderes",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5b43ae6b34441.jpg,472,2.7K,6.3K,739,385,468,42ba0104-971e-45a4-9465-af957411512d
101,"Meng Chuan fue testigo de la muerte de su madre ante sus ojos, por lo que entrenó muy duro con la esperanza de vengar su muerte algún día. Pero sus días pacíficos se rompieron cuando se canceló su compromiso de boda, una invasión de fuerzas extranjeras, el santuario cayó en manos enemigas ... Para proteger a la gente de la ciudad de Ning, tomó su espada y prometió ser el más fuerte. Esta es una gran responsabilidad y un largo viaje ...",Shounen,MANHUA,Azure Legacy ( 2020 ),"Acción, Aventura, Demonios, Artes Marciales, Romance, Sobrenatural",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5e57ecf088ba0.jpg,745,3.3K,5.8K,1.4K,956,505,42cd2a41-7361-4e27-8407-708ab7b62ecb
102,"Una agradable persona, Feng Lian Wan, tiene dos personajes en el juego de realidad virtual , Yan Ma Oa, su personaje todopoderoso. Un día cae con su otro personaje a un lugar desconocido que no puede desconectarse! Sus habilidades no funcionan, qué hará ella?!",Shoujo,MANHUA,Feng Kai Cang Lang ( 2013 ),"Acción, Aventura, Comedia, Artes Marciales, Realidad Virtual, Fantasia, Ciencia Ficción",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5ce63081b9927.jpg,1.1K,4.7K,12.5K,2.2K,791,695,10ad01f4-25d2-4bbd-97bc-416dad94c2df
103,"La efemeralidad de todos los seres, mil caras con todas las características, sentimientos complicados y humanos que no son humanos. El príncipe Duan Yu, que se ha escapado de su casa muchas veces, finalmente está a punto de dar la bienvenida a un gran momento decisivo en su vida. Al ver a la mujer más hermosa frente a él, descaradamente grita “Hermana hada”.",Shounen,MANHUA,Semi-Dioses y Semi-Demonios,"Acción, Aventura, Comedia, Artes Marciales, Romance",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5ca643d67385d.jpg,402,1.8K,4.2K,614,400,295,f05e417a-83e7-4a33-8db9-a9545c5c623e
104,"Luo Feng es uno de los primeros soldados secretos de China, regresa a la ciudad y se convierte en el estudiante mas exitoso de la Secundaria Zijing. Hay muchas bellezas escolares. ¿Cual de ellas podrá entrar en sus ojos?",Shounen,MANHUA,Picking Up a School Beauty to be Wife ( 2019 ),"Acción, Comedia, Harem, Artes Marciales, Vida Escolar, Romance",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/61021161f09ec.jpg,1.7K,4.7K,14.7K,3.5K,1.6K,923,bf23251c-8d97-457f-99a9-36f84aa2d0e8
105,"La mutación del ojo izquierdo de un chico ordinario, el juego y la búsqueda de tesoros, rodeado de mujeres hermosas, riéndose de la ciudad.",Shounen,MANHUA,El ojo del dios supremo.,"Acción, Harem, Artes Marciales, Sobrenatural",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f14da4482a9d.jpg,402,1.3K,2.9K,707,378,172,d53b4647-fe4d-499f-b0c4-574f5bc5b304
106,"Eran amigos de la infancia, y ella siempre había sido más poderosa que él. Pero cuando viajaron accidentalmente (¿convocados?) A otro mundo, finalmente llegó el momento de que se convirtiera en el caballero de la brillante armadura! Sin embargo, tenía que encontrarla primero, ya que estaban separados ... Venga y sea testigo de su lucha por ser mejor en un mundo loco donde los monstruos vagaban y la tecnología era tan avanzada que sus miembros amputados se restauraron a la perfección ...",Shounen,MANHUA,Girl and Science ( 2019 ),"Acción, Aventura, Comedia, Ecchi, Fantasia, Romance, Harem",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5c9310ddc1d2f.jpg,543,2.6K,6.2K,966,587,472,f0354395-7ed5-4679-acf8-cfbda0ad8946
107,"El anterior maestro de la Secta Sprem transmitió su poder a Ives antes de ascender y convertirse en inmortal. Con el fin de rectificar la Secta y elevar la cima como estaban, Ives cambió en secreto su identidad para ser el hijo de la Casa Windsor, una poderosa familia real de la dinastía Shang ...",Shounen,MANHUA,Maestro de reinos legendarios,"Acción, Aventura, Comedia, Ecchi, Harem, Artes Marciales",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5d891f2a3b2f9.jpg,518,1.7K,3.7K,867,511,323,74175609-2582-442a-b44d-a33c54964fdf
108,"En un estado divino donde todas las leyes están en silencio, los demonios del cielo están a punto de descender. Con el fin de detener la destrucción de Shenzhou y salvar el mundo, el último exorcista, Chen Xing, se pone en camino para recuperar la energía espiritual sellada del cielo y la tierra - sólo quedan cuatro años. A sólo cuatro años del final, el último exorcista, Chen Xing, emprende su camino para recuperar la energía sellada del cielo y la tierra",Shounen,MANHUA,Registros de Dinghai Fusheg ( 2020 ),"Acción, Boys Love, Comedia, Demonios, Drama, Fantasia, Oeste",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f1f9b5280380.jpg,454,3.1K,3.3K,1.5K,762,256,0cdb9837-09bb-47e5-8852-484019aeae12
109,"En un mundo donde los juegos son más inmersivos que nunca, hay un joven llamado Su Fei que por equivocacion ahora se encuentra controlando a un NPC en vez de su personaje. El problema es que ahora él no puede escapar del juego, su ventaja es que los NPC están rotos y son inmortales, por lo que la aprovechara para completar el juego, pero antes debe realizar las labores de un NPC.",Shounen,MANHUA,Soy un Falso NPC ( 2018 ),"Acción, Aventura, Comedia, Fantasia, Magia, Superpoderes, Realidad Virtual",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5c68c7c0a45d8.jpg,385,1.5K,4.8K,519,358,307,66fed4af-c42b-49bb-9d90-6e2a24599738
110,"El Gran Mil Mundos. Es un lugar donde numerosos planos se cortan, un lugar donde viven muchos clanes y un lugar donde un grupo de señores . Los soberanos celestiales aparecen uno a uno de los planos inferiores y todos ellos se convertiran en una leyenda que otros desearían ya que persiguen el camino de ser una regla en este mundo sin límites",Shounen,MANHUA,The great ruler ( 2016 ),"Acción, Aventura, Fantasia, Magia, Artes Marciales, Comedia, Romance",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/12643_TMOmanga151640.jpg,1K,5K,15.5K,1.5K,791,538,98a698db-5eb0-4d96-88ca-60d0cf466b48
111,"Sinopsis: Dejando atrás su trono, su riqueza, y sus mujeres. ¡¿El Rey Demonio se oculta y comienza a formar héroes a su cuidado?! ¡Incluso forma un grupo para nivelar ""novatos""! ¡¿No se supone que es una guerra entre el bien y el mal?! César burlonamente responde: ""¿Reglas? ¡Yo hago las reglas!""",Shounen,MANHUA,NI XI BA MO WANG! ( 2016 ),"Acción, Aventura, Comedia, Fantasia",5.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/15204_TMOManga56fc26258b610.jpg,445,2.7K,10K,334,199,292,f8aaa215-c35e-4eb3-841c-bebefdf832f8
112,"¡¿La gentil y virtuosa ama de casa solía ser un gangster?! Luego de ser atacada por asesinos y de que su esposo fuera secuestrado, la amable esposa se convierte en gangster de nuevo para derrotar ferozmente a sus enemigos (Para salvar su pacífica vida con su esposo)",Shounen,MANHUA,The Great Wife ( 2017 - 2019 ),"Romance, Acción",8.79,FINALIZADO,https://otakuteca.com/images/books/cover/25188_TMOManga58ffc22b29fc1.jpg,874,1.9K,4.3K,428,229,164,5677e422-3b77-4f26-bdb3-4ec2c25995b9
113,"El Emperador celestial, volviendo a la era de la escuela secundaria, se sorprendió al descubrir que tenía más de un dragón cuando todavía estaba muy débil, ante la intimidación, ¿pelearías u obedecerías ferozmente? En su última vida, obedeció, pero en este mundo yo soy el gobernante de la ciudad, derribando la ciudad, cubriendo las nubes, solo hay una en mi corazón: ¡soy el rey!",Shounen,MANHUA,I have a Dragon on My Body ( 2020 ),"Acción, Aventura, Fantasia, Artes Marciales, Romance, Vida Escolar",7.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5e180ac20b598.jpg,1.8K,4.6K,13.7K,3.3K,1.6K,1K,26a5de73-c787-40d3-a272-4f59e4d470fc
114,"En este mundo existen espíritus demoníacos, deidades de los ríos y cultivadores que buscan la juventud eterna. A través de su ojo místico, los cultivadores pueden sentir estos seres sobrenaturales. Cultivan sus espadas voladoras para matar enemigos a miles de kilómetros de distancia. Con habilidades alcanzadas a través del refinamiento, el segundo joven maestro de la mansión Qin, ""Qin Yun"" es uno de esos cultivadores.",Shounen,MANHUA,Fei Jian Xun Dao ( 2031 ),"Acción, Aventura, Fantasia, Romance, Comedia, Magia",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5be82e4fd39b9.jpg,144,776,2K,190,150,87,902fd709-8895-4019-92ee-45669e2a4b98
115,"ese orgullo no está mal, y ese orgullo no es pecado, yo soy el más fuerte, ¡no me importan los demás! ¡Flores escolares, supermodelos, hermanas reales, me gusta eso, y definitivamente lo tomaré!",Shounen,MANHUA,Maestro del Campus ( 2020 ),"Acción, Harem, Artes Marciales, Vida Escolar, Crimen, Reencarnación, Romance",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5ef23e6872d98.jpg,681,2.4K,4.8K,1.4K,805,535,84215f38-0fe0-4841-8070-742df36b2c0b
116,"Con el fin de cumplir su misión de llevar la paz a la tierra, la princesa de uigur va a viajar a Changan y casarse con un príncipe. Su tarea es extremadamente difícil! Ella tiene que aumentar su coeficiente intelectual, terminar su misión, y tratar de ganar el amor del apuesto príncipe!",Shoujo,MANHUA,"PRINCE, DON'T DO THIS! ( 2016 )","Comedia, Artes Marciales, Historia, Romance",8.84,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/25446_TMOManga59108071306bd.jpg,644,2.8K,6.3K,1.1K,529,520,fc57a94a-5ce7-428a-86dc-ea085f8940d4
117,"Ye Chen, quien cruzó del mundo moderno al Estado Nan, se convirtió en el dueño del Salón Yi Hong. En el camino a Bei Di, prometió ayudar a la Santa Doncella del Clan Sombra de la Nieve a resolver sus problemas, pero él no esperaba que...",Shounen,MANHUA,Lord of the Universe ( 2018 ),"Acción, Aventura, Fantasia, Harem, Artes Marciales, Comedia, Romance",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5c50fbf20422d.jpg,236,950,2.7K,330,187,142,2de609a1-ec51-44cb-b974-b1850a1c590f
118,"¿Qué harías si te despiertas en un mundo nuevo sin recuerdos? Mejor aún, despertando en dos cuerpos separados; un hombre y una mujer! Esta es la historia de nuestro protagonista, Ti Er. Sin embargo, parece que la suerte no está de su parte ya que viaja en busca de 'Las Tres Herramientas Sagradas de Avalon' para tratar de recuperar sus recuerdos.",Shounen,MANHUA,The Rhapsody of Me and Her ( 2016 ),"Acción, Ecchi, Aventura, Comedia, Fantasia, Género Bender, Reencarnación",6.25,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/38760_TMOManga5ae644378b289.jpg,928,4.8K,11.7K,1.7K,890,993,dfc7cd5e-23d7-4181-b53e-9e86ea669a39
119,"Papá se casó repentinamente, y Huo Tianlin, un estudiante de secundaria con una apariencia feroz, ¡consiguió dos hermanas más de Japón! ¡Sin embargo, estas dos hermanas inesperadas tienen secretos asombrosos! ¿Cómo se llevarán con ellos Huo Tianlin? ¿Y cómo tratarán dos chicas a Huo Tianlin?",Shounen,MANHUA,mis hermanas japonesas ( 2019 ),"Comedia, Ecchi, Romance, Recuentos de la vida",10.00,PAUSADO,https://otakuteca.com/images/books/cover/5c7e0fb8aad7c.jpg,854,3.7K,12.9K,1.4K,709,746,a310958e-b82c-40ab-9ad5-50dc9a24337a
120,"Una incomparable tierra, no hay magia, ni genios y ni hay artes marciales, solo tienen esencias espirituales. La secta Tang fue fundada hace miles de años. La secta Tang disminuyo con el paso del tiempo... Pero apareció una nueva generación de los ""Siete Monstruos de Shrek"". ¿serán capaces de escribir una nueva historia?. Una posibilidad aparece para poder revivir a la secta Tang. ¡Todo es con respecto a esta posibilidad!",Shounen,MANHUA,Combate continental 2: La Incomparable secta tang ( 2016 ),"Acción, Fantasia, Artes Marciales, Sobrenatural, Vida Escolar, Romance, Aventura, Magia",9.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/12907_TMOmanga164155.jpg,1.4K,8.3K,21.3K,2.7K,1.1K,777,01fd5f28-046c-47bd-aa0b-76da7bca4c99
121,"El joven Chu Yu , o Chu Yi para los amigos , es un Maestro cultivador del ""Mundo de las Hadas"" Al Morir vuelve a su vida pasada , donde es un Interno a Maestro , Aunque su verdadero Objetivo es Corregir su camino del Cultivo mientras llega a la cima del Mundo.",Shounen,MANHUA,Cultivation Return on Campus ( 2019 ),"Acción, Aventura, Comedia, Artes Marciales, Reencarnación, Romance, Harem",8.50,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f970e5976c1b.jpg,2.1K,4.8K,16.3K,4K,1.8K,1K,514ac5e3-6f63-42e5-a21e-dd6afb4478e0
122,"Lo despreciaron, lo forzaron a romper su compromiso, lo asesinaron, tal vez esta es la vida que debería tener una basura... Sin embargo, fue tomado por mí, el cultivador más fuerte Cang Kun Zi, cuando reencarné. ¡Ahora que estoy aquí, haré lo mejor que pueda! ¡Mira cómo uso este cuerpo basura mío para pisotear simples hormigas!",Shounen,MANHUA,I Was Trash ( 2018 ),"Acción, Fantasia, Artes Marciales, Reencarnación, Romance, Sobrenatural, Harem",5.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5dc5ea7bf39cd.jpg,1.3K,3.4K,12.4K,2.1K,1K,837,1b5ce4d7-8df6-4f38-90b3-1c8042ca13df
123,"Ha sido un año desde que Li Fu Chen perdió su ""Talento"". Ahora vive la vida de una basura, siendo intimidado y golpeado por aquellos que una vez fue inferior a él. Sin embargo, todavía no ha perdido todo, ya que todavía está comprometido con una chica fuerte y bonita de una familia poderosa, pero que llegó a su fin como el compromiso fue cancelado abruptamente. Con la vergüenza traída a la familia y su vida sumergida en la oscuridad, un rayo de esperanza atravesó el cielo.",Shounen,MANHUA,YONG HENG ZHI ZUN ( 2016 ),"Acción, Drama, Fantasia, Artes Marciales, Aventura",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/30320_TMOManga59a3206e6c7d9.jpg,2.1K,6.1K,24.4K,3.7K,1.6K,1.3K,c31d6c6e-e45e-4f04-b26e-ae763ed090aa
