,synopsis,demography,type,name,genre,score,book_status,book_cover,read,pending,following,favorite,have,abandoned,uuid
358,"En su cumpleaños, el estudiante universitario Bai XiaoShu de repente recibe una extraña llamada de su padre. Luego, es inexplicablemente perseguido por personas vestidas de negro que están decididas a quitarle la vida. Bai XiaoShu sigue las instrucciones de su padre y regresa a la residencia de su familia. Al borde de la muerte, hace un contrato con un demonio. Cuando se despierta, se encuentra cara a cara con una chica adorable que se hace llamar doncella. Sin embargo, todos los eventos extraños en su historia ... acaban de comenzar ...",Shounen,MANHUA,My Maid is a Demon ( 2018 ),"Demonios, Fantasia, Romance",8.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5d1044453a2e5.jpg,132,720,1.4K,241,136,90,628b5750-af6b-46bc-8f02-ac00dd40c21c
359,"Después de cinco años de vivir en el exilio en el mundo oscuro, un soldado de élite finalmente recupera su ciudadanía, ¿está dispuesto a convertirse en un vendedor normal después de regresar a casa? ¡Dinero, fuerza, belleza, todos necesitan ver cómo trabajan los soldados de élite en las zonas urbanas!",Shounen,MANHUA,Este soldado es muy arrogante ( 2020 ),"Acción, Aventura, Harem, Militar, Romance",9.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5ebdee8e64ea0.jpg,462,1.3K,3.1K,721,440,218,4bea0f3e-3f91-415b-a7ca-41c987ec2330
360,"Antes de que Ren Tianxing, que era el emperador de Ziyang, volviera al tiempo y al espacio y renaciera a los 22 años, ¡en realidad obtuvo un sistema loli! La traición de la esposa, la traición del hermano ... Todos los arrepentimientos y odios de la vida anterior, ¡te dejaré pagar en esta vida!",Shounen,MANHUA,Foral Guard in the City,"Acción, Artes Marciales, Reencarnación, Recuentos de la vida, Superpoderes",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5efc9de4d4f47.jpg,354,922,1.9K,499,306,212,b2c7cb37-379f-4967-9d60-b3e473cb3201
361,"¡Jiang Siming descubrió de repente que el Jedi Elite que jugaba era diferente de los demás! Puede encontrar fragmentos de varios colores en el juego y, después de la síntesis, pueden transformarse en habilidades, atributos, talentos, dinero, antigüedades, incluso medicina, entrenamiento, etc. ¡Confiando en participar constantemente en el juego, Jiang Siming completó el contraataque de la vida y ganó mucho dinero!",Shounen,MANHUA,Estoy Recogiendo Piezas En El Jedi,"Acción, Aventura, Comedia, Fantasia, Harem",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5ff51d2b304d6.jpg,240,854,1.7K,432,250,108,4d475cdf-cf5b-48b0-9a78-8615c2d90c07
362,"Li Xao Yao dejó SWAT para convertirse en un guardia de seguridad común, mientras trabajaba , él pasó a entrar en la sala VIP y encontró Lin Wan aún en medio del cambio de ropa , como venganza, ella lo llevó en un paseo y lo pateó fuera del coche , después de horas de caminar, Li Xao Yao finalmente logró volver a casa sólo para ser expulsado de la casa. Luego recibió una oferta de su supervisor anterior para convertirse en el guardaespaldas de la hija del grupo de ceo Tian Xi , tanto en el juego como en la realidad . Pero, sin que Li Yao Xao supiera quien era la chica en realidad ...",Shounen,MANHUA,Zhan Long ( 2013 ),"Acción, Aventura, Comedia, Fantasia, Romance, Artes Marciales, Realidad Virtual",9.18,FINALIZADO,https://otakuteca.com/images/books/cover/10004_TMOmanga.jpg,1K,2.1K,5.7K,177,104,220,12616130-d282-4c06-894a-2684efbcc7a9
363,"Ye Yan compró un iPhone después de vender su riñón y muere al caer en una alcantarilla y es renacido en la familia Ye donde nació sin un riñón y siendo incapaz de cultivar. Su segundo tío quiere que aprenda la técnica Yuanyin Jue para convertirse en mujer y casarlo con una de las cuatro familias principales. Ye Yun estaba siendo intimidado hasta que descubrió que sus riñones no solo podían hacer alquimia, sino que también tenían la función de un teléfono inteligente, todo cambió...",Shounen,MANHUA,The Strongest Golden Kidney System,"Acción, Comedia, Demonios, Fantasia, Magia, Artes Marciales, Reencarnación",6.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f813214666cc.jpg,484,1.4K,3K,880,551,261,cd3d2e03-1c0a-4275-a7b7-768f55804550
364,Información no completada,Shounen,MANHUA,World of prohibition,"Acción, Aventura, Comedia, Fantasia",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5bdf9f03d4217.jpg,107,478,1.4K,111,74,83,f3f1502e-2f05-4566-bae4-2f22d23590a9
365,"En el futuro, la sociedad humana ha ingresado a una sociedad de civilización material altamente desarrollada. Para continuar con los límites científicos y tecnológicos superiores, los científicos han establecido organizaciones de investigación de vanguardia y creado el ""pangu"", una máquina de guerra que se usa para el poder superdestructivo. Con el fin de competir por los recursos, la guerra mundial de 2139 fue en el calendario, y Pangu fue utilizado en la guerra, causando un tremendo daño a la tierra junto con muchas armas de guerra. Después de la Guerra Mundial 20 años antes del año 2159 dC, los seres humanos una vez más se fortalecen en las ruinas",Shounen,MANHUA,SIENCE SOLDIER,"Acción, Apocalíptico, Militar",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5b8487a186f87.jpg,59,447,938,78,63,65,2cb9e8f5-f48d-4c55-b4a7-aaf802e37d3b
366,"Ryan era un ser humano promedio. Durante un evento accidental que recibió un poder llamado ""Bendición"" Desde entonces, su visión del mundo ha cambiado radicalmente. Ha sido un gran golpe para él. Él persigue sueños de justicia, enfrentando la realidad de su mundo en esta fantasía Shounen. Ahí es donde este manga le transportará. Un nuevo mundo de peligro, acción y fantasía!",Shounen,MANHUA,Autophagy Regulation ( 2014 ),"Acción, Aventura, Fantasia, Magia, Sobrenatural",8.63,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/10487_TMOmanga173602.jpg,184,1.7K,2.6K,161,113,132,d12f6cb9-895c-49bf-9d3b-2ccdf1a46062
367,"En su camino hacia el hospital, Yang Ni fue asesinado. Cuando se despertó había llegado al Inframundo un lugar lleno de demonios y criaturas mágicas. Él se entero que era posible volver al mundo de los vivos participando en el juego de la ""Vida"", ahora él se embarcara en una aventura para ser resucitado.",Shounen,MANHUA,Bliss In Another World ( 2020 ),"Acción, Comedia, Fantasia, Reencarnación, Romance, Supervivencia",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f494c7b2e608.jpg,156,870,1.4K,295,187,97,d4098cde-4f5b-4e6e-8c66-6d5168d2d152
368,"Es el mensajero del infierno, encargado de guiar a las almas a su ciclo de vida para que vuelvan a reencarnar. 500 años de pura soledad le han hecho olvidar el sentimiento de amar a alguien, y solo busca venganza por aquel que lo traicionó, pero por ciertas circunstancias del destino conocerá a una bruja exorcista llamada Xiao Pei ¿será ella quien pueda regresar aquel sentimiento de amor una vez más?",Shounen,MANHUA,Hei Bai Pei ( 2018 ),"Romance, Reencarnación, Historia, Comedia",8.93,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/60d4f84ed2a8d.jpg,112,587,1.1K,159,77,101,ff281309-5680-4a25-b59f-88d15ba5dc4e
369,"Esta es una historia de un chico rebelde y un chico obediente que se remonta durante los días ordinarios y crueles de su juventud. Justo como si fueran un par de meteoros que vuelan hacia sí mismos, ellos se acercan, fluyen y se separan sin necesidad de intercambiar palabras. Ambas personas eventualmente terminan sumergiéndose en el trayecto de la vida del otro, devolviéndolos así a su forma original de vida, pero quizás esta sea la voz más fuerte de sus sentimientos.",Shoujo,MANHUA,Asterismo ( 2020 ),"Boys Love, Romance, Recuentos de la vida",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5e51bf0c1ac11.jpg,60,540,588,96,70,68,c4b4c203-b895-46db-9b0a-5dbf156b918a
370,"Bruce es el comandante de élite del SARS. En una batalla con terroristas, fue gravemente herido y todo el regimiento fue destruido. Cuando despertó de nuevo, se encontró acostado en el laboratorio secreto del enemigo. Resultó que él y varios ex camaradas, fueron el primer lote de productos experimentales, y se transformaron en máquinas de guerra terrorista. En todas las máquinas, Bruce descubrió que solo él todavía conserva la conciencia original... pero su cuerpo no está bajo su control, y es enviado al frente una y otra vez para matar a sus antiguos camaradas, incluso para matar al amor a si mismo. La tarea de la familia... Después de ver a su amada hija caer bajo su arma, Bruce está decidido a deshacerse de la configuración del programa de la máquina, despertar todas las máquinas de guerra experimentales y dar a los terroristas un ""gran contraataque"".",Shounen,MANHUA,War Machine,"Acción, Artes Marciales, Militar, Supervivencia, Guerra",0.00,CANCELADO,https://otakuteca.com/images/books/cover/5dcd006052d3a.jpg,112,480,994,138,88,85,fb67010d-423a-48a8-89d3-19c69359625f
371,"Después de 20 años de duro trabajo, Wu Zhu pensó que pasaría su vida en un estado de confusión, hasta que recogió al fallido Medio Dios Inmortal Jade en un cubo de basura en un día lluvioso, ¡después de lo cual su destino cambió por completo! Heredar el Cuerpo Inmortal, ser acompañado por la Diosa, entregar los demonios, y tener cientos de miles de millones! ¡Comienza el camino hacia la regresión!",Shounen,MANHUA,against heaven ( 2020 ),"Acción, Aventura, Artes Marciales",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5ec4afdfda52b.jpg,135,653,1.2K,210,142,92,4848ad7e-97f9-4f32-9815-4cd446a522cf
372,"¿que sera lo que les tiene preparado el destino?, si vida cambio al conocerla, quien sera esta misteriosa chica",Shounen,MANHUA,Bewitching Demonic Beauty,"Acción, Comedia",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5c0536536936f.jpg,73,365,1.2K,101,59,62,0361671f-561c-4cc7-bc34-71b0a8d268a2
373,"Mezclando cócteles a un nivel más allá de cualquier otra persona en el mundo, un sumiller, el conocido como el dios del licor Li Jie Dong. Murió a la edad de treinta años para probar el vino recientemente excavado de la dinastía Han. Cuando despertó, se encontró en el mundo del Continente de los Cinco Elementos como Ji Dong, el pequeño mendigo. En este lugar, había una ocupación especial conocida como los Maestros Espirituales Yin Yang que controlan los 10 elementos del ciclo sexagenario. Estas extrañas 10 técnicas elementales podrían sorprender a cualquiera. Todos y cada uno de los Maestros espirituales de Yin Yang tienen su propia corona de Ying Yang que se condensa por el propio atributo. Debido al abundante amor que la gente sentía por su vino y licor, los camareros gradualmente se unieron para formar un gremio. Este gremio se llama Bartender Guild y es respetado por todos.",Shounen,MANHUA,Dios del vino ( 2020 ),"Acción, Aventura, Drama, Magia, Romance, Vida Escolar",9.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5ed6b726674e5.jpg,155,673,1.1K,289,153,96,6b2ac122-8a6b-4a9e-999f-2574ae6bcbb1
374,"Ella es una espía de primera clase y una especialista en venenos, pero también una chica joven y linda con un temperamento siniestro. A pesar de su apariencia dulce e inocente, puede completar cualquier tarea sin ningún temor. Un día, debido a una magia negra incompleta, fue enviada al cuerpo de una niña que se consideraba inútil. ¿Qué tipo de cambio traerá ella a la vida de aquella niña? Un príncipe dijo con amargo odio: “Pensé que era débil y fácil de intimidar, por lo que rompí el compromiso. Realmente no esperaba que fuera una chica tan astuta. Cometí un error de juicio "". El Príncipe Heredero suspiró profundamente, “¡Es una malvada tan sexy! Evidentemente, tiene un cuerpo frágil y tierno, pero no soy capaz de abrumarla... ”",Shounen,MANHUA,"QUEEN OF POISON: THE LEGEND OF A SUPER AGENT, DOCTOR AND PRINCESS ( 2020 )","Acción, Aventura, Comedia, Drama, Fantasia, Reencarnación, Romance",9.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/6019655e635f5.jpg,752,3K,5K,2.2K,935,500,efa376cd-2c9c-4580-b66b-50447485d59f
375,"A lo largo de la historia, existió una organización de siete personas que fueron la voluntad otorgada por el dios del tiempo y el espacio, para revertir la muerte de aquellos que mueren en un accidente, para que puedan cumplir su destino. Se les conoce como Xu Ming Shi.",Shounen,MANHUA,Life Extender ( 2019 ),"Acción, Comedia, Romance, Sobrenatural, Superpoderes",5.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5ccd5a9448681.jpg,106,665,1.4K,153,102,98,79b0af3c-e90e-4722-a821-5309a7708742
376,"“Sinopsis” Oficial: Una voluntad para crear océanos. Una voluntad para convocar campos de moras. Una voluntad para masacrar incontables diablos. Una voluntad para erradicar innumerables Inmortales. Solo mi voluntad… es eterna. Sinopsis: A Will Eternal es el trabajo mas reciente de Er Gen. (I Shall Seal the Heavens, Renegade Immortal, Pursuit of Truth). Como el resto de sus novelas, está técnicamente ambientada en el mismo «multiverso». Pero todas sus historias son autocontenidas, leed con traquilidad. Bai Xiaochun es un chico normal de una villa remota, quien está aterrado con la idea de morir. Pero debido a una deuda de sus ancestros, logra entrar a una secta de cultivadores Inmortales, emprendiendo su camino en el mundo de la cultivación Inmortal, e intentando no morir en el proceso. Historia con mucha comedia, y a la vez momentos sumamente epicos, denle la oportunidad.",Shounen,MANHUA,A Will Eternal ( 2020 ),"Acción, Aventura, Comedia, Harem, Artes Marciales",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5eb041102ac9a.jpg,214,1.1K,1.6K,343,223,137,5cf524f2-ac0d-42dd-bc37-2cb562ddb2ce
377,"El emperador súper dedicado que ""solo ama su reino y no le gustan las bellezas"", y la desafortunada zorra que ""decidió usar la belleza para arruinar el reino"". Hu Xiaocha, una zorra que quiere seducir al emperador del Reino Qian, se transforma en caballo para colarse en el palacio imperial. Cuando es un caballo, el emperador, Bai Liang, la trata con mucho amor. Sin embargo, cuando se transforma de nuevo en humana, Bai Liang hace la vista gorda ... ¡Oye, oye! Una zorra también necesita preservar su reputación, ¿de acuerdo?",Shounen,MANHUA,My horse is a Vixen ( 2020 ),"Acción, Aventura, Comedia, Fantasia, Historia, Romance",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f56d810bf878.jpg,128,547,794,303,145,79,e6e63c67-2f9a-40be-8a27-f7a37d72029e
378,"De los autores de ""Feng shen ji"", llega a nosotros una nueva historia basada en ""Viaje al Oeste"", llena de fantasía, epicidad y belicismo. ¡El viaje al oeste no fue más que una conspiración de los cielos! Después de que ""El Sutra"" desapareciera durante más de una década, los cielos han enviado a su ejercito a buscarlo. Para no dejar que el sutra volviera a caer en manos de los cielos, el viaje hacia el Oeste ha vuelto a comenzar una vez más...",Shounen,MANHUA,Journey to the West ( 2015 ),"Acción, Aventura, Fantasia, Magia, Sobrenatural, Superpoderes",9.23,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5e3ba6579db76.jpg,200,1.8K,4.5K,246,173,155,16ab3010-04ca-4448-9d63-25347c5580f5
379,"Yo era un esqueleto ordinario, hasta que un día conocí a un mago y a un perro demonio… mis huesos cambiaron…",Shounen,MANHUA,Pequeño Esqueleto ( 2020 ),"Acción, Aventura, Comedia, Ecchi, Magia",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5e85a14f49c5b.jpg,179,1.1K,1.7K,408,255,150,9e857325-e2cb-40cc-8236-8302009fab28
380,"Se trata de una familia pobre de dos: padre e hija rebelde. Para ganar dinero, el padre soltero hace muchos trabajos extraños y en la escuela la hija es incompatible con sus compañeros de clase.",Shounen,MANHUA,Poor Father and Daughter ( 2016 ),"Comedia, Recuentos de la vida",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5e3c981ed46bf.jpg,168,754,1.6K,390,177,104,8cd0a01d-aef2-4bf9-ba54-9889c743454e
381,"Si la reina demonio de grandes pechos fuera reducida a esclava, ¿qué le harías? ¿La matarías y te convertirías en el mayor héroe de la humanidad? ¿O la esclavizarías y disfrutarías del mayor nivel de placer del mundo? No, él no quiere nada de eso, Lin Xiao solo quería ser un héroe de reserva sin complicaciones ¡Nadie puede tentarlo a cambiar sus majestuosos ideales de comer y esperar la muerte! Por eso su respuesta fue: ""Reina Demonio, ¿puedes ponerte rápidamente la ropa y salir de aquí?""",Shounen,MANHUA,I Picked up a Demon Lord as a Maid ( 2019 ),"Aventura, Comedia, Demonios, Fantasia, Romance, Ecchi",8.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/60b1381adb98a.jpg,163,821,1.5K,358,229,108,3c3c5b16-e1a2-4c97-a691-4e8785d1a5af
382,"¿Qué debo hacer cuando todos mis compañeros de clase no son humanos? Yo, como humano, me convierto en el objeto de observación en esta academia ¡¿Una mujer-serpiente?! ¡¿Un hada de las flores?! ¡¿Un espíritu de zorro?! ¿Por qué todos ustedes han aparecido en mi cama? ¡Te lo ruego, déjame en paz! ¡Sólo quiero ser una estudiante normal de secundaria, ahhhhhh!",Shounen,MANHUA,Monster Academy Observation Diary ( 2018 ),"Acción, Fantasia, Harem, Misterio, Romance, Sobrenatural, Superpoderes",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f831d7e53bf3.jpg,151,626,1.2K,316,156,107,fb944d65-1513-4045-810e-ed26ebeb4454
383,"Lu yi fan, un amante del baloncesto, se unió a una escuela de élite para no estar cerca de delincuentes y poder jugar baloncesto. pero lo que no sabe es que el equipo de baloncesto de su nueva escuela ¿esta compuesto por delincuentes?",Shounen,MANHUA,Into the Net ( 2015 ),"Comedia, Ecchi, Deporte, Vida Escolar",8.92,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/11660_TMOmanga014406.jpg,243,1.2K,2.9K,151,103,124,038a479b-a39b-4941-b02e-fb681e70c446
384,"¿Ha renacido el emperador Dan? ¿Es una fusión de almas? Long Chen, quien fue robado de sus raíces espirituales, sangre espiritual y huesos espirituales, confió en el arte divino de la alquimia en su memoria para practicar las misteriosas tácticas de hegemonía de nueve estrellas, despejar la densa niebla y resolver la impactante situación. El mundo en la palma de tu mano, el sol, la luna y las estrellas en tus pies, se conectan con todo tipo de bellezas y reprimen los espíritus malignos y los espíritus malignos. Rumores de ríos y lagos: cuando llega Long Chen, la tierra ruge y el cielo grita. Cuando Long Chen salió, el fantasma lloró.",Shounen,MANHUA,Secret Arts Of The Nine Star Tyrant Body ( 2020 ),"Acción, Aventura, Historia, Artes Marciales",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f9db2f10df18.jpg,293,987,1.8K,449,321,157,4300b45a-f265-4e8a-b9c5-ae073b4adfc6
385,"¡En este mundo la gente maneja objetos llamados “Bai Wu” y todos tienen poderes! ¡El peligro está a la vuelta de cada esquina, mientras los enemigos envueltos en sombras, esperan! ¡Por el bien de la supervivencia, luchamos!",Shounen,MANHUA,Ominous Liar,"Acción, Aventura, Comedia, Fantasia, Vida Escolar, Sobrenatural",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5e48ba6c08103.jpg,104,592,1.1K,141,130,87,2feae19c-4ce7-440d-ad55-d1afea86df06
386,¿Cual sería la razón para que una criatura de otra dimensión fuera convocado a la tierra por una estudiante rebelde? El quiere regresar a su lugar de origen y ella solo quiere vivir; mientras más tiempo estén juntos mas dependerán el uno del otro y descubrirán que los dos ocultan un misterioso y siniestro.,Shounen,MANHUA,Mystery ( 2017 ),"Sobrenatural, Romance, Comedia, Misterio, Aventura",9.14,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/28546_TMOManga596039462a7b9.jpg,97,568,1.2K,97,59,71,65f11c88-0db5-4003-8cff-a5c89d3b501d
387,Información no completada,Shounen,MANHUA,Mortal inmortal,"Acción, Artes Marciales, Reencarnación",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5efc28ce3140e.jpg,134,544,976,224,132,71,7c18d6e3-6503-4388-a41b-3bf3c5a07c73
388,"La academia privada al norte del bosque tiene una nueva estudiante, Lin, una ""humana"" que sobresale en todas las materias, física e intelectualmente. Pero por qué una humana se transferiría a una escuela especial para estudiantes mitad-bestia? Aquí es cuando Youko, la estudiante mitad leopardo, descubre la verdadera identidad de Lin.",Shounen,MANHUA,100 ways to kill a seal ( 2017 ),"Comedia, Fantasia, Girls Love, Vida Escolar",8.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/22844_TMOManga588be31bae068.jpg,349,1.4K,3.6K,168,91,166,82b4b848-b6e2-432e-96d8-91a19b8eb1b3
389,"Fei Li es un adolescente que ha perdido a sus padres tras un extraño accidente de coche. Mientras tanto, un perro negro parlante lo lleva a un mundo misterioso sobre la Estrella del Emperador. En este mundo, que no es un lugar amigable, se enfrenta a los desafíos de los ascensores, los libros secretos, los mortales, etc. Su viaje lleno de fantasía oriental está en marcha.",Shounen,MANHUA,Legend of Emperor Star,"Acción, Fantasia, Aventura, Comedia, Ecchi, Artes Marciales, Misterio",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5e72685e0b127.jpg,171,708,1.3K,199,135,87,8a796ac7-381b-47d1-a24c-d99b64bce6d7
390,"Kang es un estudiante de secundaria, con un aspecto y fama de alguien relajado y hasta a veces estúpido, pasa sus días en la escuela, pero lo que no saben es que el en secreto es ""White cap"" un ""heroe superhumano"" capaz de combatir seres llamados inhumanos que son casi indestructibles a las armas humanas, pero el sabe que no es el único de su especie.. y también hay un oscuro pasado que aun lo atormenta...",Shounen,MANHUA,Super Human Era ( 2019 ),"Acción, Sobrenatural, Superpoderes, Supervivencia",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5fe9c73717852.jpg,300,1.3K,2.6K,677,348,172,2fe3a032-9281-420d-bab5-3bf787aaf499
391,"el soldado de actualización Luo Yu regresa a la ciudad y lucha contra héroes de todos lados. Sé mi mujer, mima o aguanta ¡Sé mi enemigo, muere o camino a la muerte! Escanear teléfono para mirar",Shounen,MANHUA,War Soldiers In The City,"Acción, Comedia, Artes Marciales, Militar, Romance",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5eaceaf874b06.jpg,279,1.1K,1.9K,511,319,169,f74e60b4-eba5-40ed-a42c-4ec902ac5de3
392,"La actualización más refrescante, la lucha más poderosa, el sistema a nivel de Dios está al alcance, tengo el mundo. El MC te llevará a aplastar todo y explotar los Tres Reinos.",Shounen,MANHUA,The Strongest God System ( 2019 ),"Acción, Aventura, Comedia, Fantasia, Magia, Ciencia Ficción, Superpoderes",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5ea22397d33f9.jpg,159,708,1.2K,250,170,125,aa8e961b-5139-4c2a-8028-1d8080011881
393,"El poder de los nueve polos, el ciclo de la vida y la muerte, el secreto de los tiempos antiguos, y la batalla de los cielos, soy un loco, ¡Que se atrévete a ir contra el cielo!",Shounen,MANHUA,Immemorial Mad Devil,"Aventura, Fantasia, Harem, Artes Marciales, Reencarnación, Romance",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5d93a0546395d.jpg,94,528,950,135,95,52,2bbcca07-f8bb-4829-bb80-605cc3279b8b
394,"El chico del pueblo Han Li nació pobre. Para subsidiar los gastos de los hogares, se une a la Secta Qixuanmen. Debido a sus raíces espirituales, fue aceptado como discípulo por el misterioso Doctor Mo y comenzó a practicar las artes ""Changchun Gong"" bajo su tutela. Aunque sus calificaciones son mediocres, Han Li se embarcó en el peligroso camino del cultivo inmortal con su voluntad inquebrantable y un misterioso frasco recogido por accidente.",Shounen,MANHUA,Cultivo Mortal ( 2020 ),"Acción, Aventura, Artes Marciales, Romance",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f94ffc394ad1.jpg,178,609,1.4K,279,181,82,71406440-a09e-4d73-b620-a35edaceaf4a
395,"¿Cómo es para un hombre perseguir a una diosa? He Fengqi se ha transformado de un gordo friki a un hombre guapo, ¡y es rechazado por la diosa en segundos! Pero inesperadamente descubre que a la diosa le gustan los frikis gordos. ¿Cómo puede perseguir a una diosa? ¿Cómo puedo conseguirla? ¡Espera en línea! ¿Por qué la diosa tiene gustos únicos? ¿Es por la naturaleza humana o por la vida?",Shounen,MANHUA,Miss Shibus Abandoned House Development Plan ( 2021 ),"Comedia, Drama, Harem, Romance, Vida Escolar",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f62ad8bc4a57.jpg,287,1.2K,1.9K,554,350,155,a1d656b7-a0a9-4ae8-b7cc-14a88b34effb
396,"El continente sagrado de Odin, se divide en cuatro condados basados en los cuatro elementos: agua, fuego, viento y tierra, en cada uno de ellos vive un grupo de maestros alma, que protegen su condado con sus poderes alma. Los siete más poderosos señores son conocidos como los ""Señores Nobles"" o ""Noble Lords"" y cada uno de ellos tiene un discípulo. La historia comienza en el origen del agua, el Imperio de Aslan. El joven Qi Ling, ha sido un ayudante en una posada desde que era joven, durante una batalla entre los maestros alma, logra domesticar a la legendaria bestia del alma, Ice Fang. Mientras que el joven Yin Chen, llega por orden del Sacerdote Plateado o ""Silver Priest"", para convertirse en su discípulo. Con su ayuda, Qi Ling se dirige a la Tumba de las Almas o ""Grave of the Souls"" para buscar su arma alma, sin embargo aunque su señor le pide que no vaya, decide entrar a la tumba junto a Tianshu You Hua y Guishan Lian Quan y termina envuelto en una batalla por los poderes alma entre los señores. Al mismo tiempo, otra conspiración que ha estado maquinándose durante mucho tiempo dentro del Imperio de Aslan que comienza a revelarse gradualmente. Mientras buscan a Qi Lang, Yin Chen, descubre que su maestro, el ex-primer señor Gilgamesh puede aún estar vivo, por lo que decide arriesgar todo para buscarlo. Por otro lado, los señores asesinos You Ming y Thalia, reciben órdenes del Sacerdote de Plata de matar a Guishan Lian Quan y a su hermano Guishen Feng Hun. Pronto una batalla entre los señores y los discípulos, comenzará en una lucha por la verdad y el honor.",Shounen,MANHUA,L.O.R.D: Legend of Ravaging Dynasties ( 2019 ),"Acción, Aventura, Comedia, Fantasia, Sobrenatural",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5d365359f0a44.jpg,134,812,1K,197,164,132,a06cd321-14e7-4e36-99a6-1975ce14cf85
397,"El Reino de Taichu es donde pertenecen las almas de las personas después de la muerte. El terreno es complejo y las ciudades son numerosas. Están gobernadas por emperadores y generales que han despertado a los espíritus de los dioses. Qin Xi y Fang Qian ingresaron al Reino de Taichu por error, pero ocasionalmente conocieron a Raksha y los invadieron. Teniendo la leyenda de Tianzong, tenían grandes esperanzas de las Cinco Divisiones y practicaban el espíritu de las artes marciales. Sin embargo, con el paso del tiempo, gradualmente descubrieron que había un mayor peligro detrás de Raksha ' s ataque.",Shounen,MANHUA,Divine Spirit ( 2020 ),"Acción, Aventura, Fantasia",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5ea13b853c143.jpg,154,698,1.2K,204,140,114,57c9a6b4-471b-4e5b-ad91-34c409e26e9d
398,"El personaje principal se elevó del nivel de la basura para convertirse en el mejor de su clase a través de la cocina, demostrando el temible poder de la comida gourmet. A medida que avanza en su vida diaria, ¡su crecimiento explosivo es la norma!",Shounen,MANHUA,Urban Strengthening System ( 2020 ),"Comedia, Romance, Superpoderes, Acción, Harem, Vida Escolar, Sobrenatural",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f84d759be925.jpg,168,716,1.3K,393,216,95,dbdcd65c-cd38-46b7-a794-3ce1efdcacd5
399,"Adaptado de la novela ""Antes y después del divorcio"". ""Estás brillando intensamente, y eres el dios de la belleza en el mundo"". Cuando el introvertido y profundo fanático del cine se encuentra con el actor inocente e incómodo, Su Yan ha encontrado la dirección de su corazón en el rayo de luz, Xia Ting Wan también resolvió el misterio del amor en los ojos profundos de Su Yan, ""Ting Ting, entiendo. De la primera vez que vi ""Whale"", entendí que no estás actuando Xiaoxia, sé que eres Xiaoxia "".",Shounen,MANHUA,Antes y Después del Divorcio ( 2021 ),"Boys Love, Drama, Romance",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/602619890c082.jpg,831,5K,5.6K,2.4K,1.3K,591,bfb3001e-6420-4a97-bf03-c38e0fe76138
